"Time(CDT)","Access point","SSID","Client","Category","Event type","Details"
"Jul 12 11:54:13","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 161, rssi: 53, band: 5"""
"Jul 12 11:54:13","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:54:13","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:10","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:10","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 42, band: 2"""
"Jul 12 11:54:08","opdc-ap-1a13","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:54:07","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 35, band: 2"""
"Jul 12 11:54:00","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:53:58","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:58","opdc-ap-1a9","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:53:56","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:53:55","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 32, band: 2"""
"Jul 12 11:53:52","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:50","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 43, band: 5"""
"Jul 12 11:53:50","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:53:49","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 40, band: 2"""
"Jul 12 11:53:47","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:53:45","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:53:45","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:53:45","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:53:44","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 36, rssi: 43, band: 5"""
"Jul 12 11:53:44","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:53:44","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:44","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:53:44","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:53:44","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 11:53:44","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.11","802.11 association","""channel: 100, rssi: 49, band: 5"""
"Jul 12 11:53:44","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:53:43","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:53:40","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 33, band: 2"""
"Jul 12 11:53:38","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:34","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 41, band: 2"""
"Jul 12 11:53:32","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:30","opdc-ap-1a3","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:53:28","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:53:27","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:25","opdc-ap-1a11","Tyler-Guest","Pixel-7-Pro","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:23","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:53:22","opdc-ap-1a11","Tyler-Guest","Pixel-7-Pro","802.11","802.11 association","""channel: 1, rssi: 27, band: 2"""
"Jul 12 11:53:21","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:20","opdc-ap-2a9","Tyler-Corp","95FSNV2","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:53:19","opdc-ap-1a5","Tyler-Guest","iPhone-5","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:53:19","opdc-ap-1a5","Tyler-Guest","iPhone-5","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 5A:E3:80:7B:BE:04, aid: 602530948"""
"Jul 12 11:53:19","opdc-ap-1a8","Tyler-Guest","iPhone-2","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:53:19","opdc-ap-1a8","Tyler-Guest","iPhone-2","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 6A:C2:D6:3A:F7:E3, aid: 1998708601"""
"Jul 12 11:53:18","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:17","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:53:15","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 47, band: 2"""
"Jul 12 11:53:13","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:10","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:53:09","opdc-ap-1a8","Tyler-Guest","Pixel-7-Pro","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:53:09","opdc-ap-1a8","Tyler-Guest","Pixel-7-Pro","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: D4:3A:2C:97:66:18"""
"Jul 12 11:53:06","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:53:02","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 112, rssi: 45, band: 5"""
"Jul 12 11:52:59","opdc-ap-1a9","Tyler-Guest","iPhone-2","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:52:58","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:52:56","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:52:55","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 40, band: 2"""
"Jul 12 11:52:55","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:52:55","opdc-ap-1a8","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 8A:12:57:97:DB:04, aid: 80619195"""
"Jul 12 11:52:54","opdc-ap-1a7","Tyler-Guest","iPhone-2","WPA","WPA authentication",""""""
"Jul 12 11:52:54","opdc-ap-1a7","Tyler-Guest","iPhone-2","802.11","802.11 association","""channel: 108, rssi: 45, band: 5"""
"Jul 12 11:52:52","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 112, rssi: 47, band: 5"""
"Jul 12 11:52:52","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 50, band: 5"""
"Jul 12 11:52:52","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:52:49","opdc-ap-1a7","Tyler-Guest","iPhone-5","WPA","WPA authentication",""""""
"Jul 12 11:52:49","opdc-ap-1a7","Tyler-Guest","iPhone-5","802.11","802.11 association","""channel: 108, rssi: 45, band: 5"""
"Jul 12 11:52:47","opdc-ap-1a13","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 11, rssi: 36, band: 2"""
"Jul 12 11:52:47","opdc-ap-1a13","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 11:52:46","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:52:45","opdc-ap-1a10","Tyler-Guest","Android","WPA","WPA authentication",""""""
"Jul 12 11:52:45","opdc-ap-1a10","Tyler-Guest","Android","802.11","802.11 association","""channel: 60, rssi: 50, band: 5"""
"Jul 12 11:52:44","opdc-ap-1a8","Tyler-Guest","Android","WPA","WPA authentication",""""""
"Jul 12 11:52:44","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 association","""channel: 44, rssi: 30, band: 5"""
"Jul 12 11:52:43","opdc-ap-1a5","Tyler-Guest","iPhone-5","WPA","WPA authentication",""""""
"Jul 12 11:52:43","opdc-ap-1a5","Tyler-Guest","iPhone-5","802.11","802.11 association","""channel: 64, rssi: 39, band: 5"""
